Idade;Genero;Cor/raca/etnia;PCD;UF onde mora;Tempo médio;Qual sua situação atual de trabalho?;Cargo Atual;Nivel;Faixa salarial;Atualmente qual a sua forma de trabalho?;Você acha que trabalhar em casa aumenta sua produtividade no trabalho?;Você acha que trabalhar em casa impede você de sair?;Você acha que trabalhar em casa lhe dá mais flexibilidade?;Você acha que trabalhar em casa economiza mais tempo?;Que tipo de trabalho tem o potencial de causar problemas físicos, como dores no pescoço, nas costas e nas pernas?;Que tipo de trabalho tem potencial para causar transtornos mentais, como estresse, ansiedade e depressão?;Você acha que trabalhar em casa impede você de entrar em contato com as pessoas?;Que tipo de trabalho mantém você focado enquanto trabalha?;Qual a forma de trabalho ideal para você?
28;Masculino;Parda;Não;GO;;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 12.001/mês a R$ 16.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
47;Masculino;Branca;Não;RJ;;Empregado (CLT);Analista de BI/BI Analyst;Pleno;de R$ 3.001/mês a R$ 4.000/mês;Modelo 100% presencial;;;;;;;;;Modelo 100% remoto
28;Outro;Branca;Prefiro não informar;PR;;Desempregado, buscando recolocação;;;;;;;;;;;;;
39;Masculino;Branca;Não;SP;;Desempregado, buscando recolocação;;;;;;;;;;;;;
31;Masculino;Branca;Não;PR;;Empregado (CLT);Analista de BI/BI Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
28;Masculino;Parda;Não;PR;;Empreendedor ou Empregado (CNPJ);Analista de Dados/Data Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
38;Prefiro não informar;Outra;Prefiro não informar;;;Freelancer;;;de R$ 12.001/mês a R$ 16.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
25;Masculino;Preta;Não;SP;;Empregado (CLT);;;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
28;Masculino;Parda;Não;RJ;;Empregado (CLT);Outra Opção;Pleno;de R$ 4.001/mês a R$ 6.000/mês;Modelo 100% presencial;;;;;;;;;Modelo híbrido com dias fixos de trabalho presencial
34;Masculino;Branca;Não;SP;;Empregado (CLT);Analista de Negócios/Business Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
26;Masculino;Branca;Não;PB;;Empregado (CLT);Analista de Dados/Data Analyst;Pleno;de R$ 2.001/mês a R$ 3.000/mês;Modelo 100% presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
37;Feminino;Preta;Não;RS;;Empregado (CLT);Cientista de Dados/Data Scientist;Pleno;de R$ 20.001/mês a R$ 25.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
26;Feminino;Branca;Não;PE;;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 8.001/mês a R$ 12.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
33;Masculino;Preta;Não;RJ;;Empregado (CLT);;;de R$ 16.001/mês a R$ 20.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
34;Masculino;Branca;Não;RJ;;Empregado (CLT);Cientista de Dados/Data Scientist;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
27;Masculino;Parda;Não;MG;;Empreendedor ou Empregado (CNPJ);;;de R$ 16.001/mês a R$ 20.000/mês;Modelo 100% remoto;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
26;Feminino;Parda;Não;SP;;Empregado (CLT);Analista de Dados/Data Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
33;Masculino;Parda;Não;SP;;Empregado (CLT);Analista de Dados/Data Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
32;Masculino;Branca;Não;DF;;Empreendedor ou Empregado (CNPJ);Cientista de Dados/Data Scientist;Sênior;de R$ 16.001/mês a R$ 20.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
35;Masculino;Preta;Não;DF;;Empregado (CLT);Analytics Engineer;Sênior;de R$ 12.001/mês a R$ 16.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
25;Masculino;Branca;Não;RS;;Empregado (CLT);Analista de BI/BI Analyst;Júnior;de R$ 2.001/mês a R$ 3.000/mês;Modelo 100% presencial;;;;;;;;;Modelo 100% presencial
25;Masculino;Preta;Não;GO;;Empregado (CLT);Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas;Júnior;de R$ 4.001/mês a R$ 6.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
40;Masculino;Branca;Não;SP;;Empregado (CLT);Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO);Sênior;de R$ 16.001/mês a R$ 20.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
25;Masculino;Preta;Não;BA;;Empreendedor ou Empregado (CNPJ);;;de R$ 20.001/mês a R$ 25.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
42;Masculino;Amarela;Não;SP;;Empreendedor ou Empregado (CNPJ);Cientista de Dados/Data Scientist;Sênior;de R$ 16.001/mês a R$ 20.000/mês;Modelo 100% remoto;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
44;Masculino;Branca;Não;SP;;Empregado (CLT);;;Acima de R$ 40.001/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
33;Masculino;Branca;Não;GO;;Empregado (CLT);;;de R$ 3.001/mês a R$ 4.000/mês;Modelo 100% remoto;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
33;Masculino;Branca;Não;PR;;Empregado (CLT);Cientista de Dados/Data Scientist;Júnior;de R$ 4.001/mês a R$ 6.000/mês;Modelo 100% remoto;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
26;Masculino;Branca;Não;SP;;Empregado (CLT);Analista de BI/BI Analyst;Pleno;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% remoto;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
34;Feminino;Branca;Não;PR;;Empregado (CLT);Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO);Sênior;de R$ 12.001/mês a R$ 16.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
34;Feminino;Branca;Não;SP;;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 16.001/mês a R$ 20.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
37;Masculino;Branca;Não;BA;;Empreendedor ou Empregado (CNPJ);;;de R$ 4.001/mês a R$ 6.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
31;Feminino;Branca;Não;SP;;Desempregado, buscando recolocação;;;;;;;;;;;;;
26;Masculino;Branca;Não;PR;;Empregado (CLT);;;de R$ 20.001/mês a R$ 25.000/mês;Modelo 100% remoto;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
30;Masculino;Branca;Não;MG;;Empregado (CLT);Cientista de Dados/Data Scientist;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
45;Masculino;Parda;Não;SP;;Desempregado, buscando recolocação;;;;;;;;;;;;;
34;Masculino;Branca;Não;PB;;Somente Estudante (graduação);;;;;;;;;;;;;
38;Feminino;Branca;Não;SP;;Empregado (CLT);Analista de Negócios/Business Analyst;Sênior;de R$ 12.001/mês a R$ 16.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
31;Masculino;Branca;Não;PR;;Empreendedor ou Empregado (CNPJ);Cientista de Dados/Data Scientist;Pleno;de R$ 2.001/mês a R$ 3.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo 100% remoto
25;Masculino;Amarela;Não;SP;;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Júnior;de R$ 6.001/mês a R$ 8.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
29;Masculino;Branca;Não;MG;;Empreendedor ou Empregado (CNPJ);Analytics Engineer;Pleno;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
22;Masculino;Branca;Não;SP;;Empregado (CLT);Analista de Dados/Data Analyst;Pleno;de R$ 8.001/mês a R$ 12.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
50;Masculino;Parda;Não;SP;;Empregado (CLT);;;de R$ 20.001/mês a R$ 25.000/mês;Modelo 100% presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
48;Masculino;Branca;Não;MG;;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 2.001/mês a R$ 3.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
23;Masculino;Preta;Não;GO;;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Júnior;de R$ 4.001/mês a R$ 6.000/mês;Modelo 100% presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
25;Masculino;Parda;Não;SP;;Empregado (CLT);;;de R$ 25.001/mês a R$ 30.000/mês;Modelo 100% presencial;;;;;;;;;Modelo 100% remoto
37;Feminino;Branca;Não;RS;;Empregado (CLT);Analista de Dados/Data Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
22;Feminino;Branca;Não;SC;;Empregado (CLT);Cientista de Dados/Data Scientist;Pleno;de R$ 6.001/mês a R$ 8.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
25;Feminino;Branca;Não;SP;;Estagiário;Cientista de Dados/Data Scientist;Júnior;de R$ 2.001/mês a R$ 3.000/mês;Modelo 100% remoto;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
29;Feminino;Branca;Não;SP;;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Júnior;de R$ 2.001/mês a R$ 3.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
23;Masculino;Branca;Não;SC;;Estagiário;Outra Opção;Júnior;de R$ 2.001/mês a R$ 3.000/mês;Modelo 100% presencial;;;;;;;;;Modelo híbrido com dias fixos de trabalho presencial
25;Feminino;Parda;Não;DF;;Trabalho na área Acadêmica/Pesquisador;;;;;;;;;;;;;
33;Masculino;Branca;Não;RS;;Empregado (CLT);Cientista de Dados/Data Scientist;Pleno;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% remoto;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
57;Masculino;Branca;Não;SP;;Empregado (CLT);Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas;Júnior;de R$ 3.001/mês a R$ 4.000/mês;Modelo 100% presencial;;;;;;;;;Modelo híbrido com dias fixos de trabalho presencial
28;Masculino;Branca;Não;DF;;Empregado (CLT);Engenheiro de Machine Learning/ML Engineer/AI Engineer;Pleno;de R$ 8.001/mês a R$ 12.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
33;Masculino;Branca;Não;RJ;;Empregado (CLT);Cientista de Dados/Data Scientist;Sênior;de R$ 12.001/mês a R$ 16.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
29;Masculino;Parda;Não;SP;;Empregado (CLT);Engenheiro de Machine Learning/ML Engineer/AI Engineer;Pleno;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
28;Masculino;Branca;Não;ES;;Estagiário;Analista de Dados/Data Analyst;Júnior;de R$ 1.001/mês a R$ 2.000/mês;Modelo 100% presencial;;;;;;;;;Modelo híbrido com dias fixos de trabalho presencial
33;Masculino;Branca;Não;RJ;;Empregado (CLT);Analista de BI/BI Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
34;Feminino;Parda;Não;MG;;Empregado (CLT);Cientista de Dados/Data Scientist;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
35;Masculino;Branca;Não;PR;;Empreendedor ou Empregado (CNPJ);;;de R$ 25.001/mês a R$ 30.000/mês;Modelo 100% remoto;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
32;Feminino;Preta;Não;RJ;;Empreendedor ou Empregado (CNPJ);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
27;Feminino;Branca;Não;SP;;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% remoto;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
40;Masculino;Branca;Não;SP;;Empregado (CLT);Outra Opção;Sênior;Acima de R$ 40.001/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
37;Masculino;Branca;Não;SC;;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 12.001/mês a R$ 16.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo híbrido com dias fixos de trabalho presencial
38;Masculino;Amarela;Não;SP;;Empregado (CLT);Cientista de Dados/Data Scientist;Sênior;de R$ 12.001/mês a R$ 16.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo 100% presencial
27;Masculino;Branca;Não;MG;;Empregado (CLT);Analista de Negócios/Business Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo 100% remoto
34;Masculino;Parda;Não;BA;;Empregado (CLT);;;de R$ 12.001/mês a R$ 16.000/mês;Modelo 100% remoto;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
26;Masculino;Parda;Não;CE;;Empregado (CLT);Analista de Dados/Data Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;Modelo 100% presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
47;Feminino;Parda;Não;DF;;Empregado (CLT);Outra Opção;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
28;Masculino;Branca;Não;SP;;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 30.001/mês a R$ 40.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
28;Feminino;Branca;Não;SP;;Empregado (CLT);Analista de Dados/Data Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
29;Masculino;Parda;Não;GO;;Estagiário;Outras Engenharias (não inclui dev);Júnior;de R$ 1.001/mês a R$ 2.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo 100% presencial
34;Masculino;Branca;Não;PR;;Empregado (CLT);Cientista de Dados/Data Scientist;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% remoto;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
39;Masculino;Parda;Não;RJ;;Desempregado, buscando recolocação;;;;;;;;;;;;;
39;Feminino;Branca;Não;SP;;Desempregado, buscando recolocação;;;;;;;;;;;;;
25;Masculino;Branca;Não;RS;;Somente Estudante (pós-graduação);;;;;;;;;;;;;
29;Masculino;Branca;Não;RS;;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
30;Masculino;Parda;Não;AM;;Empreendedor ou Empregado (CNPJ);Analista de Dados/Data Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;Modelo 100% remoto;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
30;Feminino;Branca;Não;PE;;Desempregado, buscando recolocação;;;;;;;;;;;;;
28;Masculino;Branca;Não;PR;;Empregado (CLT);Analista de BI/BI Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;Modelo 100% presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
26;Feminino;Branca;Não;SP;;Empregado (CLT);Cientista de Dados/Data Scientist;Pleno;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
30;Masculino;Preta;Não;BA;;Somente Estudante (graduação);;;;;;;;;;;;;
24;Masculino;Branca;Não;MG;;Empregado (CLT);Analista de Dados/Data Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
30;Masculino;Branca;Não;MG;;Empregado (CLT);Analista de BI/BI Analyst;Sênior;de R$ 3.001/mês a R$ 4.000/mês;Modelo 100% presencial;;;;;;;;;Modelo híbrido com dias fixos de trabalho presencial
44;Masculino;Branca;Não;SC;;Empreendedor ou Empregado (CNPJ);;;de R$ 20.001/mês a R$ 25.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo 100% remoto
28;Masculino;Branca;Não;SP;;Empregado (CLT);Cientista de Dados/Data Scientist;Pleno;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
35;Masculino;Branca;Não;SP;;Empregado (CLT);Analista de Dados/Data Analyst;Sênior;de R$ 4.001/mês a R$ 6.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo 100% remoto
46;Masculino;Branca;Não;SP;;Empregado (CLT);;;de R$ 30.001/mês a R$ 40.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
35;Masculino;Prefiro não informar;Não;SC;;Empregado (CLT);;;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% presencial;;;;;;;;;Modelo híbrido com dias fixos de trabalho presencial
23;Masculino;Branca;Não;SP;;Empregado (CLT);Analista de Dados/Data Analyst;Júnior;de R$ 2.001/mês a R$ 3.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
43;Masculino;Branca;Não;RJ;;Desempregado, buscando recolocação;;;;;;;;;;;;;
34;Feminino;Branca;Não;SP;;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;;;de R$ 25.001/mês a R$ 30.000/mês;Modelo 100% remoto;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
39;Masculino;Parda;Não;BA;;Empreendedor ou Empregado (CNPJ);Analytics Engineer;Sênior;de R$ 12.001/mês a R$ 16.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
25;Masculino;Branca;Não;SE;;Empregado (CLT);Analista de Dados/Data Analyst;Júnior;de R$ 2.001/mês a R$ 3.000/mês;Modelo 100% presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
39;Masculino;Preta;Não;SP;;Empregado (CLT);Outra Opção;Sênior;de R$ 12.001/mês a R$ 16.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
22;Masculino;Parda;Não;CE;;Empreendedor ou Empregado (CNPJ);;;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
34;Feminino;Parda;Não;DF;;Empregado (CLT);Cientista de Dados/Data Scientist;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo híbrido com dias fixos de trabalho presencial
42;Masculino;Branca;Não;SP;;Empregado (CLT);;;de R$ 25.001/mês a R$ 30.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
29;Feminino;Branca;Sim;SP;;Empregado (CLT);Analista de Dados/Data Analyst;Sênior;de R$ 12.001/mês a R$ 16.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo híbrido com dias fixos de trabalho presencial
32;Feminino;Amarela;Não;SP;;Empregado (CLT);Analista de Dados/Data Analyst;Sênior;de R$ 12.001/mês a R$ 16.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
57;Masculino;Branca;Prefiro não informar;SP;;Empregado (CLT);;;de R$ 12.001/mês a R$ 16.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
37;Masculino;Branca;Não;SP;;Trabalho na área Acadêmica/Pesquisador;;;;;;;;;;;;;
21;Masculino;Preta;Não;SP;;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 6.001/mês a R$ 8.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
35;Masculino;Branca;Não;SP;;Empregado (CLT);Analista de Dados/Data Analyst;Sênior;de R$ 12.001/mês a R$ 16.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
24;Masculino;Branca;Não;MG;;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
36;Masculino;Branca;Não;RS;;Empregado (CLT);Analista de Dados/Data Analyst;Sênior;de R$ 12.001/mês a R$ 16.000/mês;Modelo 100% remoto;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
46;Masculino;Parda;Não;GO;;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 20.001/mês a R$ 25.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
35;Masculino;Branca;Não;BA;;Servidor Público;Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas;Pleno;de R$ 8.001/mês a R$ 12.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo 100% remoto
24;Masculino;Branca;Não;AM;;Empregado (CLT);Engenheiro de Machine Learning/ML Engineer/AI Engineer;Pleno;de R$ 8.001/mês a R$ 12.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo 100% remoto
24;Feminino;Branca;Não;RJ;;Estagiário;Analista de Inteligência de Mercado/Market Intelligence;Júnior;de R$ 1.001/mês a R$ 2.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo 100% remoto
29;Feminino;Branca;Não;SP;;Empregado (CLT);Analista de BI/BI Analyst;Pleno;de R$ 2.001/mês a R$ 3.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo 100% remoto
36;Masculino;Branca;Não;SP;;Empregado (CLT);Outras Engenharias (não inclui dev);Sênior;de R$ 16.001/mês a R$ 20.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
27;Masculino;Branca;Não;SP;;Empregado (CLT);Cientista de Dados/Data Scientist;Sênior;de R$ 16.001/mês a R$ 20.000/mês;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;;;;;;;Modelo 100% remoto
40;Masculino;Parda;Não;RJ;;Empregado (CLT);Analista de Dados/Data Analyst;Pleno;de R$ 3.001/mês a R$ 4.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
33;Masculino;Preta;Não;PE;;Trabalho na área Acadêmica/Pesquisador;;;;;;;;;;;;;
23;Masculino;Branca;Não;PR;;Empregado (CLT);Analista de Dados/Data Analyst;Pleno;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
31;Masculino;Branca;Não;MG;;Empregado (CLT);;;de R$ 8.001/mês a R$ 12.000/mês;Modelo 100% remoto;;;;;;;;;Modelo 100% remoto
29;Masculino;Branca;Não;PR;;Empregado (CLT);Cientista de Dados/Data Scientist;Pleno;de R$ 4.001/mês a R$ 6.000/mês;Modelo híbrido com dias fixos de trabalho presencial;;;;;;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
